epoch,train_loss,train_acc,val_loss,val_acc,val_precision,val_recall,val_f1
1,1.3701196343893498,56.952908587257625,0.6017005563492781,80.47911945613467,0.8150967340285724,0.8047911945613467,0.7967535664813155
2,0.7175524355431574,76.38504155124653,0.38384356941144493,87.63353836192942,0.8824606224128886,0.8763353836192943,0.8755850664213675
3,0.5638715215686676,81.49584487534625,0.34233668831551506,88.63709938491421,0.8942378906382978,0.8863709938491421,0.8857786919803962
4,0.43051827023119,85.6786703601108,0.3597949757648766,87.95726772418259,0.8923412089507967,0.8795726772418259,0.877882892896367
5,0.35607815245413676,88.19252077562328,0.1945055300248643,93.46066688248624,0.9357709815954139,0.9346066688248624,0.934087321878908
6,0.21774434500200823,93.08864265927977,0.110052329848146,96.50372288766592,0.9652309068029712,0.9650372288766591,0.964816688491572
7,0.18734727034641974,93.898891966759,0.10864071827021803,96.24473939786338,0.9633195831116159,0.9624473939786339,0.9623122543570308
8,0.17365589662891837,94.58448753462604,0.10802644222120265,96.17999352541275,0.96201313950752,0.9617999352541275,0.9614148177728697
9,0.16262374679038746,94.90997229916897,0.087233860178889,97.0864357397216,0.9709564590036347,0.9708643573972159,0.9708020720664695
10,0.1577770822904015,95.0415512465374,0.0800545350528447,97.21592748462285,0.9724248858212815,0.9721592748462285,0.972133490085155
11,0.13831755080861988,95.6994459833795,0.07884078306870862,97.3130462932988,0.9732542414120656,0.973130462932988,0.9730711083323242
12,0.12983424829698242,95.84487534626038,0.07708846676984284,97.53965684687601,0.9755045760782767,0.9753965684687601,0.9753147069331515
13,0.13068605851653997,95.91412742382272,0.07708468812412207,97.24830042084817,0.9726122430256285,0.9724830042084817,0.9724031725955036
14,0.12761720440317506,96.0387811634349,0.07317979297523876,97.5072839106507,0.9751623492103906,0.975072839106507,0.9750582338785209
15,0.13147476695444996,95.7617728531856,0.07375142088078308,97.5072839106507,0.9752412354431783,0.975072839106507,0.9750385510630549
16,0.1296469418752312,95.92797783933517,0.07326576767726946,97.21592748462285,0.972303544766525,0.9721592748462285,0.9721126578983821
17,0.1282982667887468,96.04570637119113,0.0769634064558183,97.21592748462285,0.9723467423469888,0.9721592748462285,0.9721061470661043
18,0.12522215119241614,96.10803324099723,0.07365137944057987,97.41016510197474,0.9743474680938348,0.9741016510197474,0.9741133549160247
19,0.1284669104806947,96.04570637119113,0.07124693301079084,97.5072839106507,0.9752372699378178,0.975072839106507,0.9750610039639925
20,0.12648665445312793,96.1426592797784,0.07258657270564803,97.37779216574943,0.9739959575840206,0.9737779216574943,0.9737639043972868
21,0.12410946258351999,96.15650969529086,0.07223863803935189,97.41016510197474,0.9742638764858004,0.9741016510197474,0.9741004266584038
22,0.12939304800753573,96.05263157894737,0.07377300689239343,97.21592748462285,0.9723543024153812,0.9721592748462285,0.9720316893341365
23,0.1246063409937727,95.91412742382272,0.07931662853099118,97.05406280349628,0.9708522470130767,0.9705406280349628,0.9703362917815611
24,0.12655685669371644,95.94875346260388,0.07433046501780351,97.60440271932664,0.9762451073725529,0.9760440271932664,0.9760444452909154
25,0.13050808724782437,95.68559556786703,0.07357080334607877,97.41016510197474,0.9743951048543231,0.9741016510197474,0.974152677692518
26,0.12589194163251505,96.08725761772853,0.07421733658537556,97.41016510197474,0.9743437728110063,0.9741016510197474,0.9741105730122439
27,0.1266895003690986,96.17036011080332,0.07478234234875664,97.53965684687601,0.975601612618031,0.9753965684687601,0.9753540245154998
28,0.12289459337027067,96.19113573407202,0.073530878329808,97.44253803820007,0.9746203728650968,0.9744253803820007,0.9743399262181959
29,0.12494908041831733,96.17728531855956,0.07177401248536062,97.53965684687601,0.9754875224621579,0.9753965684687601,0.9753668080964455
30,0.1291337798172361,95.95567867036011,0.07279939210635235,97.57202978310133,0.9758423732916424,0.9757202978310133,0.9756416335342898
31,0.12693537492511084,96.19806094182826,0.07141744585278127,97.3130462932988,0.9732278791614082,0.973130462932988,0.9730881431830498
32,0.12640102736165632,96.04570637119113,0.07124774823728565,97.57202978310133,0.975905816859162,0.9757202978310133,0.9756890738061922
33,0.13051292086349783,95.96260387811635,0.07197864206877451,97.47491097442537,0.9749040192940744,0.9747491097442538,0.9747543301463525
34,0.12746484124357194,95.90720221606648,0.07165140604009833,97.66914859177727,0.9768503154132558,0.9766914859177728,0.9767014767295271
35,0.12167056653013997,96.12880886426592,0.07344757575846575,97.44253803820007,0.9745884847545105,0.9744253803820007,0.9743868429208677
36,0.1296509604765086,95.99722991689751,0.07440564170366959,97.34541922952413,0.9735106093789131,0.9734541922952412,0.9733811593657089
37,0.12444161646381284,96.03185595567867,0.07196437944142033,97.73389446422792,0.9774323383159926,0.9773389446422791,0.9772990544422157
38,0.12706172349450665,96.02493074792243,0.07372446064285204,97.41016510197474,0.9742905511188812,0.9741016510197474,0.9739651704663987
39,0.12814946229717966,95.96260387811635,0.07388018127698835,97.37779216574943,0.9739167482605171,0.9737779216574943,0.9737145447098132
40,0.12691206968002086,95.94875346260388,0.07286613768197059,97.41016510197474,0.9741939111292374,0.9741016510197474,0.9740285482269593
41,0.12367588950040857,96.11495844875347,0.07345761675159591,97.37779216574943,0.9738926497630631,0.9737779216574943,0.9736729247984802
42,0.12567273204511575,95.99722991689751,0.07082359300093419,97.60440271932664,0.9761565586605248,0.9760440271932664,0.9759765333794327
43,0.1236211462152413,96.101108033241,0.07276603325087692,97.34541922952413,0.9735871460444181,0.9734541922952412,0.9733835704269356
44,0.12424008481913304,96.3157894736842,0.07109650647382915,97.5072839106507,0.9752407737493027,0.975072839106507,0.9750765451953117
45,0.12621570074831887,95.94182825484765,0.07587501182060055,97.37779216574943,0.9738236563786332,0.9737779216574943,0.9737395017107889
46,0.13186729135222536,95.74792243767313,0.07099820888534035,97.63677565555196,0.9764659603659611,0.9763677565555196,0.9763577060402225
47,0.1257697554939814,96.13573407202216,0.07374971836190863,97.41016510197474,0.9743016229670385,0.9741016510197474,0.9740687971456645
48,0.12461876769269924,96.14958448753463,0.07317519276978966,97.70152152800259,0.9771069236983951,0.9770152152800259,0.9769944162928383
49,0.12342054334024083,96.16343490304709,0.07026417353238489,97.47491097442537,0.9749340810100146,0.9747491097442538,0.9747710749650297
50,0.12983701532228595,95.9764542936288,0.07350044907190711,97.70152152800259,0.9771214570091736,0.9770152152800259,0.9770026848034654
